date,rank,song,artist,last-week,peak-rank,weeks-on-board
7/31/2004,17,Yeah!,Usher Featuring Lil Jon & Ludacris,16,1,30
7/31/2004,18,Meant To Live,Switchfoot,19,18,18
7/31/2004,19,U Should've Known Better,Monica,23,19,9
7/31/2004,20,Heaven,Los Lonely Boys,22,20,12
7/31/2004,21,Goodies,Ciara Featuring Petey Pablo,31,21,6
7/31/2004,22,Everytime,Britney Spears,15,15,11
7/31/2004,23,Pieces Of Me,Ashlee Simpson,28,23,5
7/31/2004,24,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,17,2,24
7/31/2004,25,Diary,Alicia Keys Featuring Tony! Toni! Tone!,26,25,7
7/31/2004,26,Southside,Lloyd Featuring Ashanti,29,26,11
7/31/2004,27,My Place,Nelly Featuring Jaheim,69,27,2
7/31/2004,28,Naughty Girl,Beyonce,24,3,19
7/31/2004,29,How Come,D12,37,29,5
7/31/2004,30,So Sexy,Twista Featuring R. Kelly,34,30,6
7/31/2004,31,Overnight Celebrity,Twista,20,6,19
7/31/2004,32,Live Like You Were Dying,Tim McGraw,32,31,8
7/31/2004,33,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,30,30,13
7/31/2004,34,I Believe,Fantasia,18,1,4
7/31/2004,35,I Go Back,Kenny Chesney,35,35,8
7/31/2004,36,Why?,Jadakiss Featuring Anthony Hamilton,52,36,3
7/31/2004,37,Somebody,Reba McEntire,41,37,8
7/31/2004,38,Tipsy,J-Kwon,36,2,29
7/31/2004,39,My Immortal,Evanescence,39,7,30
7/31/2004,40,Roses,OutKast,27,9,21
7/31/2004,41,She Will Be Loved,Maroon 5,50,41,2
7/31/2004,42,Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,47,42,7
7/31/2004,43,Ocean Avenue,Yellowcard,38,37,12
7/31/2004,44,Here Without You,3 Doors Down,42,5,49
7/31/2004,45,Accidentally In Love,Counting Crows,48,45,6
7/31/2004,46,Dude,Beenie Man Featuring Ms. Thing,44,26,26
7/31/2004,47,Locked Up,Akon Featuring Styles P.,54,47,8
7/31/2004,48,Someday,Nickelback,46,7,50
7/31/2004,49,Headsprung,LL Cool J,60,49,4
7/31/2004,50,I Got A Feelin',Billy Currington,57,50,6
7/24/2004,1,Confessions Part II,Usher,2,1,13
7/24/2004,2,Slow Motion,Juvenile Featuring Soulja Slim,3,2,13
7/24/2004,3,Burn,Usher,1,1,20
7/24/2004,4,The Reason,Hoobastank,4,2,19
7/24/2004,5,If I Ain't Got You,Alicia Keys,5,4,21
7/24/2004,6,Move Ya Body,Nina Sky Featuring Jabba,7,6,13
7/24/2004,7,Lean Back,Terror Squad,12,7,5
7/24/2004,8,On Fire,Lloyd Banks,9,8,11
7/24/2004,9,Turn Me On,Kevin Lyttle Featuring Spragga Benz,10,9,10
7/24/2004,10,Freek-A-Leek,Petey Pablo,8,7,30
7/24/2004,11,Dip It Low,Christina Milian,20,11,14
7/24/2004,12,This Love,Maroon 5,13,5,24
7/24/2004,13,Leave (Get Out),JoJo,17,13,16
7/24/2004,14,Jesus Walks,Kanye West,16,14,12
7/24/2004,15,Everytime,Britney Spears,15,15,10
7/24/2004,16,Yeah!,Usher Featuring Lil Jon & Ludacris,11,1,29
7/24/2004,17,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,18,2,23
7/24/2004,18,I Believe,Fantasia,6,1,3
7/24/2004,19,Meant To Live,Switchfoot,19,19,17
7/24/2004,20,Overnight Celebrity,Twista,21,6,18
7/24/2004,21,I Like That,Houston Featuring Chingy; Nate Dogg & I-20,26,21,6
7/24/2004,22,Heaven,Los Lonely Boys,22,22,11
7/24/2004,23,U Should've Known Better,Monica,24,23,8
7/24/2004,24,Naughty Girl,Beyonce,23,3,18
7/24/2004,25,Sunshine,Lil' Flip Featuring Lea,27,25,6
7/24/2004,26,Diary,Alicia Keys Featuring Tony! Toni! Tone!,28,26,6
7/24/2004,27,Roses,OutKast,25,9,20
7/24/2004,28,Pieces Of Me,Ashlee Simpson,29,28,4
7/24/2004,29,Southside,Lloyd Featuring Ashanti,33,27,10
7/24/2004,30,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,30,30,12
7/24/2004,31,Goodies,Ciara Featuring Petey Pablo,36,31,5
7/24/2004,32,Live Like You Were Dying,Tim McGraw,31,31,7
7/24/2004,33,Dreams,Diana DeGarmo,14,14,2
7/24/2004,34,So Sexy,Twista Featuring R. Kelly,41,34,5
7/24/2004,35,I Go Back,Kenny Chesney,35,35,7
7/24/2004,36,Tipsy,J-Kwon,32,2,28
7/24/2004,37,How Come,D12,53,37,4
7/24/2004,38,Ocean Avenue,Yellowcard,38,37,11
7/24/2004,39,My Immortal,Evanescence,37,7,29
7/24/2004,40,Don't Tell Me,Avril Lavigne,34,22,17
7/24/2004,41,Somebody,Reba McEntire,50,41,7
7/24/2004,42,Here Without You,3 Doors Down,47,5,48
7/24/2004,43,Happy People,R. Kelly,45,19,16
7/24/2004,44,Dude,Beenie Man Featuring Ms. Thing,43,26,25
7/24/2004,45,Scandalous,Mis-Teeq,40,35,10
7/24/2004,46,Someday,Nickelback,46,7,49
7/24/2004,47,Whiskey Lullaby,Brad Paisley Featuring Alison Krauss,56,47,6
7/24/2004,48,Accidentally In Love,Counting Crows,55,48,5
7/24/2004,49,All Falls Down,Kanye West Featuring Syleena Johnson,54,7,20
7/24/2004,50,She Will Be Loved,Maroon 5,,50,1
7/17/2004,1,Burn,Usher,2,1,19
7/17/2004,2,Confessions Part II,Usher,3,2,12
7/17/2004,3,Slow Motion,Juvenile Featuring Soulja Slim,6,3,12
7/17/2004,4,The Reason,Hoobastank,4,2,18
7/17/2004,5,If I Ain't Got You,Alicia Keys,5,4,20
7/17/2004,6,I Believe,Fantasia,1,1,2
7/17/2004,7,Move Ya Body,Nina Sky Featuring Jabba,9,7,12
7/17/2004,8,Freek-A-Leek,Petey Pablo,8,7,29
7/17/2004,9,On Fire,Lloyd Banks,10,9,10
7/17/2004,10,Turn Me On,Kevin Lyttle Featuring Spragga Benz,17,10,9
7/17/2004,11,Yeah!,Usher Featuring Lil Jon & Ludacris,7,1,28
7/17/2004,12,Lean Back,Terror Squad,23,12,4
7/17/2004,13,This Love,Maroon 5,12,5,23
7/17/2004,14,Dreams,Diana DeGarmo,,14,1
7/17/2004,15,Everytime,Britney Spears,15,15,9
7/17/2004,16,Jesus Walks,Kanye West,16,16,11
7/17/2004,17,Leave (Get Out),JoJo,18,17,15
7/17/2004,18,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,11,2,22
7/17/2004,19,Meant To Live,Switchfoot,19,19,16
7/17/2004,20,Dip It Low,Christina Milian,21,20,13
7/17/2004,21,Overnight Celebrity,Twista,13,6,17
7/17/2004,22,Heaven,Los Lonely Boys,22,22,10
7/17/2004,23,Naughty Girl,Beyonce,14,3,17
7/17/2004,24,U Should've Known Better,Monica,24,24,7
7/17/2004,25,Roses,OutKast,20,9,19
7/17/2004,26,I Like That,Houston Featuring Chingy; Nate Dogg & I-20,30,26,5
7/17/2004,27,Sunshine,Lil' Flip Featuring Lea,36,27,5
7/17/2004,28,Diary,Alicia Keys Featuring Tony! Toni! Tone!,28,28,5
7/17/2004,29,Pieces Of Me,Ashlee Simpson,53,29,3
7/17/2004,30,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,42,30,11
7/17/2004,31,Live Like You Were Dying,Tim McGraw,31,31,6
7/17/2004,32,Tipsy,J-Kwon,25,2,27
7/17/2004,33,Southside,Lloyd Featuring Ashanti,27,27,9
7/17/2004,34,Don't Tell Me,Avril Lavigne,26,22,16
7/17/2004,35,I Go Back,Kenny Chesney,43,35,6
7/17/2004,36,Goodies,Ciara Featuring Petey Pablo,59,36,4
7/17/2004,37,My Immortal,Evanescence,29,7,28
7/17/2004,38,Ocean Avenue,Yellowcard,38,37,10
7/17/2004,39,Hey Mama,The Black Eyed Peas,33,23,15
7/17/2004,40,Scandalous,Mis-Teeq,35,35,9
7/17/2004,41,So Sexy,Twista Featuring R. Kelly,37,37,4
7/17/2004,42,Whiskey Girl,Toby Keith,32,31,12
7/17/2004,43,Dude,Beenie Man Featuring Ms. Thing,48,26,24
7/17/2004,44,Loco,David Lee Murphy,45,44,11
7/17/2004,45,Happy People,R. Kelly,40,19,15
7/17/2004,46,Someday,Nickelback,47,7,48
7/17/2004,47,Here Without You,3 Doors Down,46,5,47
7/17/2004,48,If You Ever Stop Loving Me,Montgomery Gentry,39,30,14
7/17/2004,49,Dirt Off Your Shoulder,JAY-Z,34,5,26
7/17/2004,50,Somebody,Reba McEntire,56,50,6
7/10/2004,1,I Believe,Fantasia,,1,1
7/10/2004,2,Burn,Usher,1,1,18
7/10/2004,3,Confessions Part II,Usher,2,2,11
7/10/2004,4,The Reason,Hoobastank,3,2,17
7/10/2004,5,If I Ain't Got You,Alicia Keys,4,4,19
7/10/2004,6,Slow Motion,Juvenile Featuring Soulja Slim,5,5,11
7/10/2004,7,Yeah!,Usher Featuring Lil Jon & Ludacris,8,1,27
7/10/2004,8,Freek-A-Leek,Petey Pablo,7,7,28
7/10/2004,9,Move Ya Body,Nina Sky Featuring Jabba,13,9,11
7/10/2004,10,On Fire,Lloyd Banks,14,10,9
7/10/2004,11,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,6,2,21
7/10/2004,12,This Love,Maroon 5,10,5,22
7/10/2004,13,Overnight Celebrity,Twista,9,6,16
7/10/2004,14,Naughty Girl,Beyonce,11,3,16
7/10/2004,15,Everytime,Britney Spears,15,15,8
7/10/2004,16,Jesus Walks,Kanye West,16,16,10
7/10/2004,17,Turn Me On,Kevin Lyttle Featuring Spragga Benz,17,17,8
7/10/2004,18,Leave (Get Out),JoJo,18,18,14
7/10/2004,19,Meant To Live,Switchfoot,19,19,15
7/10/2004,20,Roses,OutKast,12,9,18
7/10/2004,21,Dip It Low,Christina Milian,21,21,12
7/10/2004,22,Heaven,Los Lonely Boys,22,22,9
7/10/2004,23,Lean Back,Terror Squad,24,23,3
7/10/2004,24,U Should've Known Better,Monica,25,24,6
7/10/2004,25,Tipsy,J-Kwon,20,2,26
7/10/2004,26,Don't Tell Me,Avril Lavigne,26,22,15
7/10/2004,27,Southside,Lloyd Featuring Ashanti,36,27,8
7/10/2004,28,Diary,Alicia Keys Featuring Tony! Toni! Tone!,34,28,4
7/10/2004,29,My Immortal,Evanescence,28,7,27
7/10/2004,30,I Like That,Houston Featuring Chingy; Nate Dogg & I-20,37,30,4
7/10/2004,31,Live Like You Were Dying,Tim McGraw,33,31,5
7/10/2004,32,Whiskey Girl,Toby Keith,31,31,11
7/10/2004,33,Hey Mama,The Black Eyed Peas,32,23,14
7/10/2004,34,Dirt Off Your Shoulder,JAY-Z,27,5,25
7/10/2004,35,Scandalous,Mis-Teeq,39,35,8
7/10/2004,36,Sunshine,Lil' Flip Featuring Lea,43,36,4
7/10/2004,37,So Sexy,Twista Featuring R. Kelly,53,37,3
7/10/2004,38,Ocean Avenue,Yellowcard,42,37,9
7/10/2004,39,If You Ever Stop Loving Me,Montgomery Gentry,30,30,13
7/10/2004,40,Happy People,R. Kelly,29,19,14
7/10/2004,41,Let's Be Us Again,Lonestar,38,38,14
7/10/2004,42,Whats Happnin!,Ying Yang Twins Featuring Trick Daddy,51,42,10
7/10/2004,43,I Go Back,Kenny Chesney,49,43,5
7/10/2004,44,All Falls Down,Kanye West Featuring Syleena Johnson,23,7,18
7/10/2004,45,Loco,David Lee Murphy,48,45,10
7/10/2004,46,Here Without You,3 Doors Down,40,5,46
7/10/2004,47,Someday,Nickelback,46,7,47
7/10/2004,48,Dude,Beenie Man Featuring Ms. Thing,50,26,23
7/10/2004,49,100 Years,Five For Fighting,47,28,22
7/10/2004,50,Talk About Our Love,Brandy Featuring Kanye West,52,36,9
7/3/2004,1,Burn,Usher,1,1,17
7/3/2004,2,Confessions Part II,Usher,2,2,10
7/3/2004,3,The Reason,Hoobastank,3,2,16
7/3/2004,4,If I Ain't Got You,Alicia Keys,5,4,18
7/3/2004,5,Slow Motion,Juvenile Featuring Soulja Slim,12,5,10
7/3/2004,6,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,4,2,20
7/3/2004,7,Freek-A-Leek,Petey Pablo,9,7,27
7/3/2004,8,Yeah!,Usher Featuring Lil Jon & Ludacris,10,1,26
7/3/2004,9,Overnight Celebrity,Twista,6,6,15
7/3/2004,10,This Love,Maroon 5,8,5,21
7/3/2004,11,Naughty Girl,Beyonce,7,3,15
7/3/2004,12,Roses,OutKast,11,9,17
7/3/2004,13,Move Ya Body,Nina Sky Featuring Jabba,13,13,10
7/3/2004,14,On Fire,Lloyd Banks,14,14,8
7/3/2004,15,Everytime,Britney Spears,17,15,7
7/3/2004,16,Jesus Walks,Kanye West,16,16,9
7/3/2004,17,Turn Me On,Kevin Lyttle Featuring Spragga Benz,20,17,7
7/3/2004,18,Leave (Get Out),JoJo,21,18,13
7/3/2004,19,Meant To Live,Switchfoot,19,19,14
7/3/2004,20,Tipsy,J-Kwon,18,2,25
7/3/2004,21,Dip It Low,Christina Milian,26,21,11
7/3/2004,22,Heaven,Los Lonely Boys,25,22,8
7/3/2004,23,All Falls Down,Kanye West Featuring Syleena Johnson,15,7,17
7/3/2004,24,Lean Back,Terror Squad,52,24,2
7/3/2004,25,U Should've Known Better,Monica,27,25,5
7/3/2004,26,Don't Tell Me,Avril Lavigne,22,22,14
7/3/2004,27,Dirt Off Your Shoulder,JAY-Z,23,5,24
7/3/2004,28,My Immortal,Evanescence,24,7,26
7/3/2004,29,Happy People,R. Kelly,28,19,13
7/3/2004,30,If You Ever Stop Loving Me,Montgomery Gentry,36,30,12
7/3/2004,31,Whiskey Girl,Toby Keith,32,31,10
7/3/2004,32,Hey Mama,The Black Eyed Peas,29,23,13
7/3/2004,33,Live Like You Were Dying,Tim McGraw,47,33,4
7/3/2004,34,Diary,Alicia Keys Featuring Tony! Toni! Tone!,44,34,3
7/3/2004,35,Welcome Back,Mase,35,32,5
7/3/2004,36,Southside,Lloyd Featuring Ashanti,51,36,7
7/3/2004,37,I Like That,Houston Featuring Chingy; Nate Dogg & I-20,56,37,3
7/3/2004,38,Let's Be Us Again,Lonestar,38,38,13
7/3/2004,39,Scandalous,Mis-Teeq,43,39,7
7/3/2004,40,Here Without You,3 Doors Down,33,5,45
7/3/2004,41,Redneck Woman,Gretchen Wilson,31,22,13
7/3/2004,42,Ocean Avenue,Yellowcard,37,37,8
7/3/2004,43,Sunshine,Lil' Flip Featuring Lea,58,43,3
7/3/2004,44,99 Problems,JAY-Z,30,30,9
7/3/2004,45,Culo,Pitbull Featuring Lil Jon,45,32,11
7/3/2004,46,Someday,Nickelback,40,7,46
7/3/2004,47,100 Years,Five For Fighting,41,28,21
7/3/2004,48,Loco,David Lee Murphy,48,48,9
7/3/2004,49,I Go Back,Kenny Chesney,53,49,4
7/3/2004,50,Dude,Beenie Man Featuring Ms. Thing,34,26,22
6/26/2004,1,Burn,Usher,1,1,16
6/26/2004,2,Confessions Part II,Usher,5,2,9
6/26/2004,3,The Reason,Hoobastank,2,2,15
6/26/2004,4,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,3,2,19
6/26/2004,5,If I Ain't Got You,Alicia Keys,8,5,17
6/26/2004,6,Overnight Celebrity,Twista,7,6,14
6/26/2004,7,Naughty Girl,Beyonce,4,3,14
6/26/2004,8,This Love,Maroon 5,10,5,20
6/26/2004,9,Freek-A-Leek,Petey Pablo,11,9,26
6/26/2004,10,Yeah!,Usher Featuring Lil Jon & Ludacris,6,1,25
6/26/2004,11,Roses,OutKast,9,9,16
6/26/2004,12,Slow Motion,Juvenile Featuring Soulja Slim,13,12,9
6/26/2004,13,Move Ya Body,Nina Sky Featuring Jabba,14,13,9
6/26/2004,14,On Fire,Lloyd Banks,15,14,7
6/26/2004,15,All Falls Down,Kanye West Featuring Syleena Johnson,12,7,16
6/26/2004,16,Jesus Walks,Kanye West,18,16,8
6/26/2004,17,Everytime,Britney Spears,21,17,6
6/26/2004,18,Tipsy,J-Kwon,16,2,24
6/26/2004,19,Meant To Live,Switchfoot,20,19,13
6/26/2004,20,Turn Me On,Kevin Lyttle Featuring Spragga Benz,31,20,6
6/26/2004,21,Leave (Get Out),JoJo,23,21,12
6/26/2004,22,Don't Tell Me,Avril Lavigne,25,22,13
6/26/2004,23,Dirt Off Your Shoulder,JAY-Z,22,5,23
6/26/2004,24,My Immortal,Evanescence,17,7,25
6/26/2004,25,Heaven,Los Lonely Boys,30,25,7
6/26/2004,26,Dip It Low,Christina Milian,36,26,10
6/26/2004,27,U Should've Known Better,Monica,49,27,4
6/26/2004,28,Happy People,R. Kelly,19,19,12
6/26/2004,29,Hey Mama,The Black Eyed Peas,24,23,12
6/26/2004,30,99 Problems,JAY-Z,39,30,8
6/26/2004,31,Redneck Woman,Gretchen Wilson,27,22,12
6/26/2004,32,Whiskey Girl,Toby Keith,33,32,9
6/26/2004,33,Here Without You,3 Doors Down,34,5,44
6/26/2004,34,Dude,Beenie Man Featuring Ms. Thing,29,26,21
6/26/2004,35,Welcome Back,Mase,32,32,4
6/26/2004,36,If You Ever Stop Loving Me,Montgomery Gentry,38,36,11
6/26/2004,37,Ocean Avenue,Yellowcard,40,37,7
6/26/2004,38,Let's Be Us Again,Lonestar,43,38,12
6/26/2004,39,Talk About Our Love,Brandy Featuring Kanye West,47,36,7
6/26/2004,40,Someday,Nickelback,41,7,45
6/26/2004,41,100 Years,Five For Fighting,37,28,20
6/26/2004,42,Game Over (Flip),Lil' Flip,26,15,16
6/26/2004,43,Scandalous,Mis-Teeq,50,43,6
6/26/2004,44,Diary,Alicia Keys Featuring Tony! Toni! Tone!,58,44,2
6/26/2004,45,Culo,Pitbull Featuring Lil Jon,42,32,10
6/26/2004,46,Letters From Home,John Michael Montgomery,35,24,15
6/26/2004,47,Live Like You Were Dying,Tim McGraw,52,47,3
6/26/2004,48,Loco,David Lee Murphy,51,48,8
6/26/2004,49,The First Cut Is The Deepest,Sheryl Crow,46,14,36
6/26/2004,50,White Flag,Dido,44,18,41
6/19/2004,1,Burn,Usher,1,1,15
6/19/2004,2,The Reason,Hoobastank,5,2,14
6/19/2004,3,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,2,2,18
6/19/2004,4,Naughty Girl,Beyonce,3,3,13
6/19/2004,5,Confessions Part II,Usher,8,5,8
6/19/2004,6,Yeah!,Usher Featuring Lil Jon & Ludacris,4,1,24
6/19/2004,7,Overnight Celebrity,Twista,6,6,13
6/19/2004,8,If I Ain't Got You,Alicia Keys,9,7,16
6/19/2004,9,Roses,OutKast,10,9,15
6/19/2004,10,This Love,Maroon 5,7,5,19
6/19/2004,11,Freek-A-Leek,Petey Pablo,11,10,25
6/19/2004,12,All Falls Down,Kanye West Featuring Syleena Johnson,12,7,15
6/19/2004,13,Slow Motion,Juvenile Featuring Soulja Slim,15,13,8
6/19/2004,14,Move Ya Body,Nina Sky Featuring Jabba,14,14,8
6/19/2004,15,On Fire,Lloyd Banks,19,15,6
6/19/2004,16,Tipsy,J-Kwon,13,2,23
6/19/2004,17,My Immortal,Evanescence,18,7,24
6/19/2004,18,Jesus Walks,Kanye West,22,18,7
6/19/2004,19,Happy People,R. Kelly,28,19,11
6/19/2004,20,Meant To Live,Switchfoot,21,20,12
6/19/2004,21,Everytime,Britney Spears,23,21,5
6/19/2004,22,Dirt Off Your Shoulder,JAY-Z,16,5,22
6/19/2004,23,Leave (Get Out),JoJo,30,23,11
6/19/2004,24,Hey Mama,The Black Eyed Peas,24,23,11
6/19/2004,25,Don't Tell Me,Avril Lavigne,25,25,12
6/19/2004,26,Game Over (Flip),Lil' Flip,20,15,15
6/19/2004,27,Redneck Woman,Gretchen Wilson,27,22,11
6/19/2004,28,My Band,D12,17,6,14
6/19/2004,29,Dude,Beenie Man Featuring Ms. Thing,26,26,20
6/19/2004,30,Heaven,Los Lonely Boys,34,30,6
6/19/2004,31,Turn Me On,Kevin Lyttle Featuring Spragga Benz,48,31,5
6/19/2004,32,Welcome Back,Mase,40,32,3
6/19/2004,33,Whiskey Girl,Toby Keith,37,33,8
6/19/2004,34,Here Without You,3 Doors Down,33,5,43
6/19/2004,35,Letters From Home,John Michael Montgomery,29,24,14
6/19/2004,36,Dip It Low,Christina Milian,46,36,9
6/19/2004,37,100 Years,Five For Fighting,35,28,19
6/19/2004,38,If You Ever Stop Loving Me,Montgomery Gentry,39,38,10
6/19/2004,39,99 Problems,JAY-Z,43,39,7
6/19/2004,40,Ocean Avenue,Yellowcard,45,40,6
6/19/2004,41,Someday,Nickelback,38,7,44
6/19/2004,42,Culo,Pitbull Featuring Lil Jon,32,32,9
6/19/2004,43,Let's Be Us Again,Lonestar,42,42,11
6/19/2004,44,White Flag,Dido,49,18,40
6/19/2004,45,The Way You Move,OutKast Featuring Sleepy Brown,41,1,39
6/19/2004,46,The First Cut Is The Deepest,Sheryl Crow,44,14,35
6/19/2004,47,Talk About Our Love,Brandy Featuring Kanye West,36,36,6
6/19/2004,48,I'm Still In Love With You,Sean Paul Featuring Sasha,31,14,25
6/19/2004,49,U Should've Known Better,Monica,58,49,3
6/19/2004,50,Scandalous,Mis-Teeq,51,50,5
6/12/2004,1,Burn,Usher,1,1,14
6/12/2004,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,2,2,17
6/12/2004,3,Naughty Girl,Beyonce,3,3,12
6/12/2004,4,Yeah!,Usher Featuring Lil Jon & Ludacris,4,1,23
6/12/2004,5,The Reason,Hoobastank,5,5,13
6/12/2004,6,Overnight Celebrity,Twista,6,6,12
6/12/2004,7,This Love,Maroon 5,7,5,18
6/12/2004,8,Confessions Part II,Usher,9,8,7
6/12/2004,9,If I Ain't Got You,Alicia Keys,8,7,15
6/12/2004,10,Roses,OutKast,12,10,14
6/12/2004,11,Freek-A-Leek,Petey Pablo,10,10,24
6/12/2004,12,All Falls Down,Kanye West Featuring Syleena Johnson,11,7,14
6/12/2004,13,Tipsy,J-Kwon,13,2,22
6/12/2004,14,Move Ya Body,Nina Sky Featuring Jabba,17,14,7
6/12/2004,15,Slow Motion,Juvenile Featuring Soulja Slim,19,15,7
6/12/2004,16,Dirt Off Your Shoulder,JAY-Z,15,5,21
6/12/2004,17,My Band,D12,14,6,13
6/12/2004,18,My Immortal,Evanescence,16,7,23
6/12/2004,19,On Fire,Lloyd Banks,25,19,5
6/12/2004,20,Game Over (Flip),Lil' Flip,18,15,14
6/12/2004,21,Meant To Live,Switchfoot,31,21,11
6/12/2004,22,Jesus Walks,Kanye West,29,22,6
6/12/2004,23,Everytime,Britney Spears,26,23,4
6/12/2004,24,Hey Mama,The Black Eyed Peas,23,23,10
6/12/2004,25,Don't Tell Me,Avril Lavigne,28,25,11
6/12/2004,26,Dude,Beenie Man Featuring Ms. Thing,36,26,19
6/12/2004,27,Redneck Woman,Gretchen Wilson,22,22,10
6/12/2004,28,Happy People,R. Kelly,21,20,10
6/12/2004,29,Letters From Home,John Michael Montgomery,24,24,13
6/12/2004,30,Leave (Get Out),JoJo,44,30,10
6/12/2004,31,I'm Still In Love With You,Sean Paul Featuring Sasha,20,14,24
6/12/2004,32,Culo,Pitbull Featuring Lil Jon,37,32,8
6/12/2004,33,Here Without You,3 Doors Down,27,5,42
6/12/2004,34,Heaven,Los Lonely Boys,43,34,5
6/12/2004,35,100 Years,Five For Fighting,32,28,18
6/12/2004,36,Talk About Our Love,Brandy Featuring Kanye West,56,36,5
6/12/2004,37,Whiskey Girl,Toby Keith,39,37,7
6/12/2004,38,Someday,Nickelback,34,7,43
6/12/2004,39,If You Ever Stop Loving Me,Montgomery Gentry,41,39,9
6/12/2004,40,Welcome Back,Mase,52,40,2
6/12/2004,41,The Way You Move,OutKast Featuring Sleepy Brown,30,1,38
6/12/2004,42,Let's Be Us Again,Lonestar,42,42,10
6/12/2004,43,99 Problems,JAY-Z,55,43,6
6/12/2004,44,The First Cut Is The Deepest,Sheryl Crow,35,14,34
6/12/2004,45,Ocean Avenue,Yellowcard,50,45,5
6/12/2004,46,Dip It Low,Christina Milian,54,46,8
6/12/2004,47,Take My Breath Away,Jessica Simpson,33,20,11
6/12/2004,48,Turn Me On,Kevin Lyttle Featuring Spragga Benz,65,48,4
6/12/2004,49,White Flag,Dido,38,18,39
6/12/2004,50,Numb,Linkin Park,40,11,32
6/5/2004,1,Burn,Usher,1,1,13
6/5/2004,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,2,2,16
6/5/2004,3,Naughty Girl,Beyonce,4,3,11
6/5/2004,4,Yeah!,Usher Featuring Lil Jon & Ludacris,3,1,22
6/5/2004,5,The Reason,Hoobastank,5,5,12
6/5/2004,6,Overnight Celebrity,Twista,6,6,11
6/5/2004,7,This Love,Maroon 5,7,5,17
6/5/2004,8,If I Ain't Got You,Alicia Keys,8,7,14
6/5/2004,9,Confessions Part II,Usher,11,9,6
6/5/2004,10,Freek-A-Leek,Petey Pablo,10,10,23
6/5/2004,11,All Falls Down,Kanye West Featuring Syleena Johnson,9,7,13
6/5/2004,12,Roses,OutKast,15,12,13
6/5/2004,13,Tipsy,J-Kwon,13,2,21
6/5/2004,14,My Band,D12,12,6,12
6/5/2004,15,Dirt Off Your Shoulder,JAY-Z,14,5,20
6/5/2004,16,My Immortal,Evanescence,16,7,22
6/5/2004,17,Move Ya Body,Nina Sky Featuring Jabba,19,17,6
6/5/2004,18,Game Over (Flip),Lil' Flip,17,15,13
6/5/2004,19,Slow Motion,Juvenile Featuring Soulja Slim,25,19,6
6/5/2004,20,I'm Still In Love With You,Sean Paul Featuring Sasha,18,14,23
6/5/2004,21,Happy People,R. Kelly,20,20,9
6/5/2004,22,Redneck Woman,Gretchen Wilson,22,22,9
6/5/2004,23,Hey Mama,The Black Eyed Peas,23,23,9
6/5/2004,24,Letters From Home,John Michael Montgomery,24,24,12
6/5/2004,25,On Fire,Lloyd Banks,29,25,4
6/5/2004,26,Everytime,Britney Spears,51,26,3
6/5/2004,27,Here Without You,3 Doors Down,26,5,41
6/5/2004,28,Don't Tell Me,Avril Lavigne,32,28,10
6/5/2004,29,Jesus Walks,Kanye West,34,29,5
6/5/2004,30,The Way You Move,OutKast Featuring Sleepy Brown,28,1,37
6/5/2004,31,Meant To Live,Switchfoot,36,31,10
6/5/2004,32,100 Years,Five For Fighting,31,28,17
6/5/2004,33,Take My Breath Away,Jessica Simpson,21,20,10
6/5/2004,34,Someday,Nickelback,27,7,42
6/5/2004,35,The First Cut Is The Deepest,Sheryl Crow,30,14,33
6/5/2004,36,Dude,Beenie Man Featuring Ms. Thing,44,36,18
6/5/2004,37,Culo,Pitbull Featuring Lil Jon,53,37,7
6/5/2004,38,White Flag,Dido,35,18,38
6/5/2004,39,Whiskey Girl,Toby Keith,43,39,6
6/5/2004,40,Numb,Linkin Park,42,11,31
6/5/2004,41,If You Ever Stop Loving Me,Montgomery Gentry,46,41,8
6/5/2004,42,Let's Be Us Again,Lonestar,45,42,9
6/5/2004,43,Heaven,Los Lonely Boys,56,43,4
6/5/2004,44,Leave (Get Out),JoJo,54,44,9
6/5/2004,45,Are You Gonna Be My Girl,Jet,49,29,25
6/5/2004,46,Mayberry,Rascal Flatts,33,21,16
6/5/2004,47,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,39,26,16
6/5/2004,48,One Call Away,Chingy Featuring J. Weav,37,2,19
6/5/2004,49,You'll Think Of Me,Keith Urban,38,24,17
6/5/2004,50,Ocean Avenue,Yellowcard,63,50,4
5/29/2004,1,Burn,Usher,1,1,12
5/29/2004,2,I Don't Wanna Know,Mario Winans Featuring Enya & P. Diddy,2,2,15
5/29/2004,3,Yeah!,Usher Featuring Lil Jon & Ludacris,3,1,21
